Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",5,124,0.009176348701250647,0.31391702482173733,0.6162802966785703,4,5,4.5024763619990995E-4,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-927836;R-HSA-927832;R-HSA-927813;R-HSA-927889"
R-HSA-1980145,"Signaling by NOTCH2",2,38,0.0028121068600606824,0.3142315510649967,0.6162802966785703,2,20,0.0018009905447996398,9606,Homo sapiens,"GZMB","","R-HSA-2976551;R-HSA-2976563"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",2,38,0.0028121068600606824,0.3142315510649967,0.6162802966785703,2,36,0.0032417829806393518,9606,Homo sapiens,"TJP2;LMNB1","","R-HSA-264871;R-HSA-351871"
R-HSA-8856828,"Clathrin-mediated endocytosis",6,154,0.01139643306445645,0.31456346217300024,0.6162802966785703,24,34,0.003061683926159388,9606,Homo sapiens,"DNM3;DAB2;HIP1;REPS2;ADRB2;STON2","","R-HSA-8868071;R-HSA-8863463;R-HSA-8866279;R-HSA-8868230;R-HSA-8863471;R-HSA-8863727;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8866283;R-HSA-8863723;R-HSA-8867754;R-HSA-8863721;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438;R-HSA-8866269;R-HSA-8871194;R-HSA-8871193"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",4,95,0.007030267150151706,0.31689766324680047,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;TUBB1;CEP76;CEP78","","R-HSA-380316;R-HSA-380508"
R-HSA-72163,"mRNA Splicing - Major Pathway",7,185,0.013690520239769112,0.3183229115322057,0.6162802966785703,8,9,8.104457451598379E-4,9606,Homo sapiens,"HNRNPH1;PCBP2;RBM5;CCAR1","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-6803544,"Ion influx/efflux at host-pathogen interface",1,13,9.620365573891808E-4,0.3221639558494185,0.6162802966785703,1,2,1.8009905447996397E-4,9606,Homo sapiens,"SLC11A1","","R-HSA-435171"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",1,13,9.620365573891808E-4,0.3221639558494185,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"IGF2BP3","","R-HSA-428287"
R-HSA-113501,"Inhibition of replication initiation of damaged DNA by RB1/E2F1",1,13,9.620365573891808E-4,0.3221639558494185,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"TFDP2","","R-HSA-113643"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",1,13,9.620365573891808E-4,0.3221639558494185,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"NCF4","","R-HSA-1236967"
R-HSA-2586552,"Signaling by Leptin",1,13,9.620365573891808E-4,0.3221639558494185,0.6162802966785703,2,19,0.0017109410175596578,9606,Homo sapiens,"SOCS3","","R-HSA-2672302;R-HSA-2586555"
R-HSA-445717,"Aquaporin-mediated transport",3,67,0.004958188411159624,0.324166396214022,0.6162802966785703,10,24,0.002161188653759568,9606,Homo sapiens,"AQP9;PRKACB","","R-HSA-111925;R-HSA-507875;R-HSA-507873;R-HSA-432049;R-HSA-507871;R-HSA-507870;R-HSA-507869;R-HSA-507868;R-HSA-432074;R-HSA-432232"
R-HSA-5083635,"Defective B3GALTL causes Peters-plus syndrome (PpS)",2,39,0.0028861096721675425,0.3251335506349997,0.6162802966785703,1,1,9.004952723998198E-5,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-6785565"
R-HSA-549127,"Organic cation transport",2,39,0.0028861096721675425,0.3251335506349997,0.6162802966785703,2,9,8.104457451598379E-4,9606,Homo sapiens,"SLC22A4","","R-HSA-549241;R-HSA-549297"
R-HSA-4791275,"Signaling by WNT in cancer",2,39,0.0028861096721675425,0.3251335506349997,0.6162802966785703,2,16,0.0014407924358397117,9606,Homo sapiens,"TCF7L2;KREMEN1","","R-HSA-5334052;R-HSA-5339711"
R-HSA-388841,"Costimulation by the CD28 family",4,98,0.0072522755864722855,0.33701323581401565,0.6162802966785703,4,34,0.003061683926159388,9606,Homo sapiens,"YES1;HLA-DQA1;HLA-DQB1","","R-HSA-388833;R-HSA-388829;R-HSA-388831;R-HSA-389758"
R-HSA-190377,"FGFR2b ligand binding and activation",1,14,0.0010360393694960409,0.34214903970299526,0.6162802966785703,2,3,2.70148581719946E-4,9606,Homo sapiens,"FGFBP2","","R-HSA-5656070;R-HSA-190260"
R-HSA-5658623,"FGFRL1 modulation of FGFR1 signaling",1,14,0.0010360393694960409,0.34214903970299526,0.6162802966785703,1,2,1.8009905447996397E-4,9606,Homo sapiens,"SPRED1","","R-HSA-5654510"
R-HSA-210990,"PECAM1 interactions",1,14,0.0010360393694960409,0.34214903970299526,0.6162802966785703,1,7,6.303466906798739E-4,9606,Homo sapiens,"YES1","","R-HSA-210291"
R-HSA-75205,"Dissolution of Fibrin Clot",1,14,0.0010360393694960409,0.34214903970299526,0.6162802966785703,1,19,0.0017109410175596578,9606,Homo sapiens,"SERPINB6","","R-HSA-159001"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",2,41,0.0030341152963812624,0.34679399705904446,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-5173005;R-HSA-5173192"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",3,71,0.005254199659587064,0.35658025749187416,0.6162802966785703,3,3,2.70148581719946E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",3,71,0.005254199659587064,0.35658025749187416,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380272;R-HSA-380303"
R-HSA-1250342,"PI3K events in ERBB4 signaling",1,15,0.001110042181602901,0.36154630573961566,0.6162802966785703,3,3,2.70148581719946E-4,9606,Homo sapiens,"NRG1","","R-HSA-1250370;R-HSA-1250353;R-HSA-1250372"
R-HSA-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",1,15,0.001110042181602901,0.36154630573961566,0.6162802966785703,2,5,4.5024763619990995E-4,9606,Homo sapiens,"KREMEN1","","R-HSA-3769401;R-HSA-5368586"
R-HSA-1502540,"Signaling by Activin",1,15,0.001110042181602901,0.36154630573961566,0.6162802966785703,3,10,9.004952723998199E-4,9606,Homo sapiens,"SMAD4","","R-HSA-173488;R-HSA-1225919;R-HSA-170847"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",1,15,0.001110042181602901,0.36154630573961566,0.6162802966785703,1,4,3.6019810895992794E-4,9606,Homo sapiens,"SFN","","R-HSA-75016"
R-HSA-199977,"ER to Golgi Anterograde Transport",6,163,0.01206245837341819,0.36167059894122977,0.6162802966785703,19,39,0.0035119315623592974,9606,Homo sapiens,"TMED10;SERPINA1;TUBB1;TGFA;TMED2;FOLR1","","R-HSA-6807877;R-HSA-6807875;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694527;R-HSA-5694428;R-HSA-204008;R-HSA-6809003;R-HSA-5694522;R-HSA-5694439;R-HSA-6809011;R-HSA-6809010;R-HSA-5694446;R-HSA-5694445;R-HSA-5694410;R-HSA-5694441;R-HSA-5694409"
R-HSA-8941326,"RUNX2 regulates bone development",2,43,0.0031821209205949827,0.3682201126398331,0.6162802966785703,5,32,0.0028815848716794235,9606,Homo sapiens,"SMAD4;YES1","","R-HSA-8878023;R-HSA-8877941;R-HSA-8937820;R-HSA-8878013;R-HSA-8937844"
R-HSA-72172,"mRNA Splicing",7,196,0.014504551172944571,0.37102877055351147,0.6162802966785703,8,14,0.0012606933813597478,9606,Homo sapiens,"HNRNPH1;PCBP2;RBM5;CCAR1","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-8878171,"Transcriptional regulation by RUNX1",9,261,0.019314733959890477,0.37972470992482354,0.6162802966785703,29,132,0.011886537595677623,9606,Homo sapiens,"PRMT6;SOCS3;CR1;AUTS2;HIST1H2AE;THBS1","","R-HSA-8936584;R-HSA-8937097;R-HSA-8939082;R-HSA-8937037;R-HSA-8937989;R-HSA-8937113;R-HSA-8937050;R-HSA-8865491;R-HSA-8936989;R-HSA-8937118;R-HSA-8939088;R-HSA-8936979;R-HSA-8865498;R-HSA-8936599;R-HSA-8936616;R-HSA-8955885;R-HSA-8936621;R-HSA-8865505;R-HSA-8936608;R-HSA-8936481;R-HSA-8936995;R-HSA-8955748;R-HSA-8937016;R-HSA-8935740;R-HSA-8937022;R-HSA-8935730;R-HSA-8935731;R-HSA-8935732;R-HSA-8936628"
R-HSA-8983432,"Interleukin-15 signaling",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,14,17,0.001530841963079694,9606,Homo sapiens,"IL2RB","","R-HSA-8983371;R-HSA-8983309;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-8983299;R-HSA-8983394;R-HSA-8983298;R-HSA-9009700;R-HSA-8983300;R-HSA-8983335;R-HSA-8983384;R-HSA-8983378;R-HSA-449115"
R-HSA-4641265,"Repression of WNT target genes",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,5,7,6.303466906798739E-4,9606,Homo sapiens,"TCF7L2","","R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348"
R-HSA-75892,"Platelet Adhesion to exposed collagen",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,3,6,5.40297163439892E-4,9606,Homo sapiens,"GP6","","R-HSA-114577;R-HSA-432295;R-HSA-210282"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,2,4,3.6019810895992794E-4,9606,Homo sapiens,"S100A12","","R-HSA-879411;R-HSA-879362"
R-HSA-2995383,"Initiation of Nuclear Envelope Reformation",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"LMNB1","","R-HSA-2995376"
R-HSA-2995410,"Nuclear Envelope Reassembly",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"LMNB1","","R-HSA-2995376"
R-HSA-877312,"Regulation of IFNG signaling",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,1,4,3.6019810895992794E-4,9606,Homo sapiens,"SOCS3","","R-HSA-877269"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,1,5,4.5024763619990995E-4,9606,Homo sapiens,"S100A12","","R-HSA-168166"
R-HSA-1247673,"Erythrocytes take up oxygen and release carbon dioxide",1,16,0.001184044993709761,0.38037300170332244,0.6162802966785703,1,6,5.40297163439892E-4,9606,Homo sapiens,"CA4","","R-HSA-1237059"
R-HSA-8854518,"AURKA Activation by TPX2",3,74,0.0054762080959076444,0.38076190681089206,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-8853405;R-HSA-8853419"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3,74,0.0054762080959076444,0.38076190681089206,0.6162802966785703,2,36,0.0032417829806393518,9606,Homo sapiens,"HNRNPH1;LMNB1","","R-HSA-8950681;R-HSA-8950415"
R-HSA-6807878,"COPI-mediated anterograde transport",4,106,0.007844298083327166,0.39074200612056265,0.6162802966785703,6,12,0.001080594326879784,9606,Homo sapiens,"TMED10;TUBB1;TMED2;FOLR1","","R-HSA-6807877;R-HSA-6807875;R-HSA-6809011;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-190236,"Signaling by FGFR",4,106,0.007844298083327166,0.39074200612056265,0.6162802966785703,6,142,0.012787032868077442,9606,Homo sapiens,"SPRED1;FGFBP2;HNRNPH1","","R-HSA-6803527;R-HSA-5656070;R-HSA-190260;R-HSA-5654510;R-HSA-6803838;R-HSA-6803836"
R-HSA-6809371,"Formation of the cornified envelope",5,138,0.010212388070746689,0.39584975639422404,0.6162802966785703,9,27,0.002431337235479514,9606,Homo sapiens,"KRT23;PI3;DSC2","","R-HSA-6814695;R-HSA-6810357;R-HSA-6814387;R-HSA-6811539;R-HSA-8942224;R-HSA-6814734;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937"
R-HSA-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",1,17,0.001258047805816621,0.39864587047709377,0.6162802966785703,1,2,1.8009905447996397E-4,9606,Homo sapiens,"LMNB1","","R-HSA-4647594"
R-HSA-1475029,"Reversible hydration of carbon dioxide",1,17,0.001258047805816621,0.39864587047709377,0.6162802966785703,2,8,7.203962179198559E-4,9606,Homo sapiens,"CA4","","R-HSA-1475025;R-HSA-1475017"
R-HSA-174490,"Membrane binding and targetting of GAG proteins",1,17,0.001258047805816621,0.39864587047709377,0.6162802966785703,1,4,3.6019810895992794E-4,9606,Homo sapiens,"NMT2","","R-HSA-184392"
R-HSA-8949664,"Processing of SMDT1",1,17,0.001258047805816621,0.39864587047709377,0.6162802966785703,1,5,4.5024763619990995E-4,9606,Homo sapiens,"YME1L1","","R-HSA-8949668"
R-HSA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",2,46,0.0034041293569155627,0.39982154675362735,0.6162802966785703,5,5,4.5024763619990995E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-75095;R-HSA-109638"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",4,108,0.007992303707540886,0.40410907641450655,0.6162802966785703,9,14,0.0012606933813597478,9606,Homo sapiens,"DAB2;REPS2;ADRB2;STON2","","R-HSA-8863463;R-HSA-8866279;R-HSA-8863472;R-HSA-8863471;R-HSA-8863727;R-HSA-8866269;R-HSA-8866283;R-HSA-8863723;R-HSA-8863721"
R-HSA-500792,"GPCR ligand binding",19,592,0.043809664767261156,0.40896358608781835,0.6162802966785703,18,170,0.01530841963079694,9606,Homo sapiens,"P2RY12;ANXA1;CXCL8;PTCH1;F2R;ADM;AVPR1A;ADRB2;FPR2;CXCL5;HCAR3;CCL5;XCL1;S1PR5;GPR18;PTGDR","","R-HSA-373061;R-HSA-391940;R-HSA-445124;R-HSA-419428;R-HSA-417829;R-HSA-517536;R-HSA-3296309;R-HSA-391913;R-HSA-374251;R-HSA-420214;R-HSA-373813;R-HSA-388468;R-HSA-389463;R-HSA-390674;R-HSA-391935;R-HSA-373791;R-HSA-444476;R-HSA-373339"
R-HSA-909733,"Interferon alpha/beta signaling",5,141,0.010434396507067269,0.41340310478017483,0.6162802966785703,3,20,0.0018009905447996398,9606,Homo sapiens,"SOCS3;IFI27;IRF5;HLA-F;SAMHD1","","R-HSA-912680;R-HSA-1015702;R-HSA-909729"
R-HSA-5602498,"MyD88 deficiency (TLR2/4)",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"TLR10","","R-HSA-5602383;R-HSA-5602606"
R-HSA-5603041,"IRAK4 deficiency (TLR2/4)",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"TLR10","","R-HSA-5602353;R-HSA-5602672"
R-HSA-1433559,"Regulation of KIT signaling",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,3,8,7.203962179198559E-4,9606,Homo sapiens,"YES1","","R-HSA-205319;R-HSA-1433506;R-HSA-205244"
R-HSA-1483115,"Hydrolysis of LPC",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,2,6,5.40297163439892E-4,9606,Homo sapiens,"PLBD1","","R-HSA-1482612;R-HSA-1482685"
R-HSA-177504,"Retrograde neurotrophin signalling",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"DNM3","","R-HSA-177501"
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,5,4.5024763619990995E-4,9606,Homo sapiens,"NMT2","","R-HSA-184392"
R-HSA-6814848,"Glycerophospholipid catabolism",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,7,6.303466906798739E-4,9606,Homo sapiens,"GDPD1","","R-HSA-6814766"
R-HSA-1482883,"Acyl chain remodeling of DAG and TAG",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,8,7.203962179198559E-4,9606,Homo sapiens,"DGAT2","","R-HSA-1482889"
R-HSA-8963896,"HDL assembly",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,9,8.104457451598379E-4,9606,Homo sapiens,"PRKACB","","R-HSA-5682101"
R-HSA-417957,"P2Y receptors",1,18,0.001332050617923481,0.4163811648247626,0.6162802966785703,1,12,0.001080594326879784,9606,Homo sapiens,"P2RY12","","R-HSA-417829"
R-HSA-69231,"Cyclin D associated events in G1",2,48,0.003552134981129283,0.420474878219274,0.6162802966785703,7,13,0.0011706438541197659,9606,Homo sapiens,"CDKN1C;TFDP2","","R-HSA-8941915;R-HSA-8942607;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-69236,"G1 Phase",2,48,0.003552134981129283,0.420474878219274,0.6162802966785703,7,13,0.0011706438541197659,9606,Homo sapiens,"CDKN1C;TFDP2","","R-HSA-8941915;R-HSA-8942607;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",3,80,0.0059202249685488045,0.4284438436763822,0.6162802966785703,3,3,2.70148581719946E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-8854214,"TBC/RABGAPs",2,49,0.0036261377932361428,0.4306649412819915,0.6162802966785703,1,14,0.0012606933813597478,9606,Homo sapiens,"GGA1","","R-HSA-8854222"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",4,112,0.008288314955968327,0.43066505663956023,0.6162802966785703,1,7,6.303466906798739E-4,9606,Homo sapiens,"PDGFA;NRG1","","R-HSA-2316434"
R-HSA-176412,"Phosphorylation of the APC/C",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,2,2,1.8009905447996397E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-174119;R-HSA-174132"
R-HSA-111447,"Activation of BAD and translocation to mitochondria ",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,2,5,4.5024763619990995E-4,9606,Homo sapiens,"SFN","","R-HSA-139906;R-HSA-139899"
R-HSA-419408,"Lysosphingolipid and LPA receptors",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"S1PR5","","R-HSA-419428"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,1,4,3.6019810895992794E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450431"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,1,6,5.40297163439892E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450488"
R-HSA-975577,"N-Glycan antennae elongation",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,1,6,5.40297163439892E-4,9606,Homo sapiens,"B4GALT6","","R-HSA-975919"
R-HSA-416700,"Other semaphorin interactions",1,19,0.0014060534300303412,0.43359466170376404,0.6162802966785703,1,9,8.104457451598379E-4,9606,Homo sapiens,"SEMA4A","","R-HSA-416690"
R-HSA-1989781,"PPARA activates gene expression",6,177,0.01309849774291423,0.43543211317384567,0.6162802966785703,6,42,0.0037820801440792435,9606,Homo sapiens,"MED13;ABCB1;ACSL1;THRAP3;RORA","","R-HSA-560473;R-HSA-1368065;R-HSA-1801587;R-HSA-1989778;R-HSA-1989762;R-HSA-560517"
R-HSA-109581,"Apoptosis",6,177,0.01309849774291423,0.43543211317384567,0.6162802966785703,10,122,0.010986042323277804,9606,Homo sapiens,"TFDP2;NMT2;GZMB;SFN;TJP2;LMNB1","","R-HSA-139906;R-HSA-264871;R-HSA-141367;R-HSA-139893;R-HSA-139899;R-HSA-351871;R-HSA-140217;R-HSA-4331327;R-HSA-4331324;R-HSA-140221"
R-HSA-1433557,"Signaling by SCF-KIT",2,50,0.003700140605343003,0.44075918717745444,0.6162802966785703,19,36,0.0032417829806393518,9606,Homo sapiens,"YES1;MMP9","","R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1433456;R-HSA-1562641;R-HSA-1470012;R-HSA-1433374;R-HSA-1470010;R-HSA-1472121;R-HSA-1470009;R-HSA-205234;R-HSA-1433542;R-HSA-205238;R-HSA-205205;R-HSA-1433506;R-HSA-1433454;R-HSA-1433451;R-HSA-1433418;R-HSA-205244"
R-HSA-190828,"Gap junction trafficking",2,50,0.003700140605343003,0.44075918717745444,0.6162802966785703,7,20,0.0018009905447996398,9606,Homo sapiens,"DAB2;TUBB1","","R-HSA-196017;R-HSA-190519;R-HSA-196026;R-HSA-190520;R-HSA-191737;R-HSA-190877;R-HSA-190829"
R-HSA-512988,"Interleukin-3, 5 and GM-CSF signaling",2,50,0.003700140605343003,0.44075918717745444,0.6162802966785703,9,38,0.0034218820351193157,9606,Homo sapiens,"YES1;IL2RB","","R-HSA-508247;R-HSA-879917;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-912629;R-HSA-913424;R-HSA-912627"
R-HSA-442660,"Na+/Cl- dependent neurotransmitter transporters",2,50,0.003700140605343003,0.44075918717745444,0.6162802966785703,2,15,0.0013507429085997298,9606,Homo sapiens,"NET1","","R-HSA-443997;R-HSA-444120"
R-HSA-380287,"Centrosome maturation",3,82,0.006068230592762525,0.44405943112786506,0.6162802966785703,6,6,5.40297163439892E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-2132295,"MHC class II antigen presentation",5,147,0.01087841337970843,0.44824766935621096,0.6162802966785703,24,26,0.0023412877082395317,9606,Homo sapiens,"DNM3;TUBB1;HLA-DQA1;HLA-DQB1","","R-HSA-2130336;R-HSA-2213248;R-HSA-8951498;R-HSA-8951500;R-HSA-2130500;R-HSA-2130725;R-HSA-2130504;R-HSA-2130378;R-HSA-2130731;R-HSA-2130349;R-HSA-2130478;R-HSA-2130640;R-HSA-2130641;R-HSA-2213235;R-HSA-2213236;R-HSA-2213239;R-HSA-2130486;R-HSA-2213241;R-HSA-2130393;R-HSA-2213243;R-HSA-8856157;R-HSA-2130619;R-HSA-2213244;R-HSA-2213246"
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,8,8,7.203962179198559E-4,9606,Homo sapiens,"TFDP2","","R-HSA-8964588;R-HSA-8961934;R-HSA-8978926;R-HSA-8964561;R-HSA-8964513;R-HSA-8964580;R-HSA-8964550;R-HSA-8964567"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,4,4,3.6019810895992794E-4,9606,Homo sapiens,"NRG1","","R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,2,4,3.6019810895992794E-4,9606,Homo sapiens,"NRG1","","R-HSA-1306969;R-HSA-1306972"
R-HSA-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,2,1.8009905447996397E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-141423"
R-HSA-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,3,2.70148581719946E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-141423"
R-HSA-418457,"cGMP effects",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,4,3.6019810895992794E-4,9606,Homo sapiens,"PDE5A","","R-HSA-418456"
R-HSA-70350,"Fructose catabolism",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,5,4.5024763619990995E-4,9606,Homo sapiens,"ALDH1A1","","R-HSA-6813749"
R-HSA-450604,"KSRP (KHSRP) binds and destabilizes mRNA",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,5,4.5024763619990995E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450422"
R-HSA-5635838,"Activation of SMO",1,20,0.0014800562421372011,0.45030167616091943,0.6162802966785703,1,9,8.104457451598379E-4,9606,Homo sapiens,"PTCH1","","R-HSA-5632668"
R-HSA-167161,"HIV Transcription Initiation",2,51,0.003774143417449863,0.45075441335632116,0.6162802966785703,4,4,3.6019810895992794E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-167477;R-HSA-167130;R-HSA-167134;R-HSA-167118"
R-HSA-75953,"RNA Polymerase II Transcription Initiation",2,51,0.003774143417449863,0.45075441335632116,0.6162802966785703,3,3,2.70148581719946E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-75861;R-HSA-75864;R-HSA-75866"
R-HSA-73776,"RNA Polymerase II Promoter Escape",2,51,0.003774143417449863,0.45075441335632116,0.6162802966785703,3,5,4.5024763619990995E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-75873;R-HSA-75850;R-HSA-75869"
R-HSA-167162,"RNA Polymerase II HIV Promoter Escape",2,51,0.003774143417449863,0.45075441335632116,0.6162802966785703,4,7,6.303466906798739E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-167474;R-HSA-167136;R-HSA-167121;R-HSA-167113"
R-HSA-549132,"Organic cation/anion/zwitterion transport",2,51,0.003774143417449863,0.45075441335632116,0.6162802966785703,2,12,0.001080594326879784,9606,Homo sapiens,"SLC22A4","","R-HSA-549241;R-HSA-549297"
R-HSA-400206,"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)",6,180,0.01332050617923481,0.45110750707858926,0.6162802966785703,6,45,0.00405222872579919,9606,Homo sapiens,"MED13;ABCB1;ACSL1;THRAP3;RORA","","R-HSA-560473;R-HSA-1368065;R-HSA-1801587;R-HSA-1989778;R-HSA-1989762;R-HSA-560517"
