Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-114604,"GPVI-mediated activation cascade",3,64,0.004736179974839044,0.34351234915292594,0.6391953838996118,8,25,0.0022512381809995496,9606,Homo sapiens,"AKT3;IL2RB;GP6","","R-HSA-139842;R-HSA-453200;R-HSA-437118;R-HSA-453183;R-HSA-114600;R-HSA-437195;R-HSA-437192;R-HSA-198284"
R-HSA-6803544,"Ion influx/efflux at host-pathogen interface",1,13,9.620365573891808E-4,0.34398710280006495,0.6391953838996118,1,2,1.8009905447996397E-4,9606,Homo sapiens,"SLC11A1","","R-HSA-435171"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",1,13,9.620365573891808E-4,0.34398710280006495,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"NCF4","","R-HSA-1236967"
R-HSA-113501,"Inhibition of replication initiation of damaged DNA by RB1/E2F1",1,13,9.620365573891808E-4,0.34398710280006495,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"TFDP2","","R-HSA-113643"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",1,13,9.620365573891808E-4,0.34398710280006495,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"IGF2BP3","","R-HSA-428287"
R-HSA-2586552,"Signaling by Leptin",1,13,9.620365573891808E-4,0.34398710280006495,0.6391953838996118,2,19,0.0017109410175596578,9606,Homo sapiens,"SOCS3","","R-HSA-2672302;R-HSA-2586555"
R-HSA-1980145,"Signaling by NOTCH2",2,38,0.0028121068600606824,0.348916781544546,0.6391953838996118,2,20,0.0018009905447996398,9606,Homo sapiens,"GZMB","","R-HSA-2976551;R-HSA-2976563"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",2,38,0.0028121068600606824,0.348916781544546,0.6391953838996118,2,36,0.0032417829806393518,9606,Homo sapiens,"TJP2;LMNB1","","R-HSA-264871;R-HSA-351871"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",5,120,0.008880337452823208,0.3495056883768448,0.6391953838996118,3,10,9.004952723998199E-4,9606,Homo sapiens,"AKT3;PDGFA;NRG1","","R-HSA-199443;R-HSA-2316434;R-HSA-199425"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",5,120,0.008880337452823208,0.3495056883768448,0.6391953838996118,2,21,0.0018910400720396217,9606,Homo sapiens,"AKT3;PDGFA;NRG1","","R-HSA-2400009;R-HSA-2400010"
R-HSA-109581,"Apoptosis",7,177,0.01309849774291423,0.35127881845184494,0.6391953838996118,11,122,0.010986042323277804,9606,Homo sapiens,"TFDP2;AKT3;NMT2;GZMB;SFN;TJP2;LMNB1","","R-HSA-139906;R-HSA-264871;R-HSA-141367;R-HSA-139893;R-HSA-198347;R-HSA-139899;R-HSA-351871;R-HSA-140217;R-HSA-4331327;R-HSA-4331324;R-HSA-140221"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",3,65,0.004810182786945904,0.35228979413462913,0.6391953838996118,7,42,0.0037820801440792435,9606,Homo sapiens,"TFDP2;SFN","","R-HSA-6803892;R-HSA-6803875;R-HSA-6803890;R-HSA-6803858;R-HSA-6803871;R-HSA-6798268;R-HSA-6798282"
R-HSA-1799339,"SRP-dependent cotranslational protein targeting to membrane",5,121,0.008954340264930067,0.3558585788116251,0.6391953838996118,5,5,4.5024763619990995E-4,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332"
R-HSA-5083635,"Defective B3GALTL causes Peters-plus syndrome (PpS)",2,39,0.0028861096721675425,0.36054854998990615,0.6391953838996118,1,1,9.004952723998198E-5,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-6785565"
R-HSA-549127,"Organic cation transport",2,39,0.0028861096721675425,0.36054854998990615,0.6391953838996118,2,9,8.104457451598379E-4,9606,Homo sapiens,"SLC22A4","","R-HSA-549241;R-HSA-549297"
R-HSA-4791275,"Signaling by WNT in cancer",2,39,0.0028861096721675425,0.36054854998990615,0.6391953838996118,2,16,0.0014407924358397117,9606,Homo sapiens,"TCF7L2;KREMEN1","","R-HSA-5334052;R-HSA-5339711"
R-HSA-190377,"FGFR2b ligand binding and activation",1,14,0.0010360393694960409,0.3649302705847971,0.6391953838996118,2,3,2.70148581719946E-4,9606,Homo sapiens,"FGFBP2","","R-HSA-5656070;R-HSA-190260"
R-HSA-5658623,"FGFRL1 modulation of FGFR1 signaling",1,14,0.0010360393694960409,0.3649302705847971,0.6391953838996118,1,2,1.8009905447996397E-4,9606,Homo sapiens,"SPRED1","","R-HSA-5654510"
R-HSA-210990,"PECAM1 interactions",1,14,0.0010360393694960409,0.3649302705847971,0.6391953838996118,1,7,6.303466906798739E-4,9606,Homo sapiens,"YES1","","R-HSA-210291"
R-HSA-8941332,"RUNX2 regulates genes involved in cell migration",1,14,0.0010360393694960409,0.3649302705847971,0.6391953838996118,1,7,6.303466906798739E-4,9606,Homo sapiens,"AKT3","","R-HSA-8939963"
R-HSA-75205,"Dissolution of Fibrin Clot",1,14,0.0010360393694960409,0.3649302705847971,0.6391953838996118,1,19,0.0017109410175596578,9606,Homo sapiens,"SERPINB6","","R-HSA-159001"
R-HSA-5610787,"Hedgehog 'off' state",5,123,0.009102345889143788,0.3685764555735431,0.6391953838996118,10,32,0.0028815848716794235,9606,Homo sapiens,"OFD1;PTCH1;TUBB1;PRKACB","","R-HSA-5610741;R-HSA-5610720;R-HSA-5610717;R-HSA-5610749;R-HSA-5610733;R-HSA-5612508;R-HSA-5610767;R-HSA-5612510;R-HSA-5610766;R-HSA-5610763"
R-HSA-445717,"Aquaporin-mediated transport",3,67,0.004958188411159624,0.3697991310510499,0.6391953838996118,10,24,0.002161188653759568,9606,Homo sapiens,"AQP9;PRKACB","","R-HSA-111925;R-HSA-507875;R-HSA-507873;R-HSA-432049;R-HSA-507871;R-HSA-507870;R-HSA-507869;R-HSA-507868;R-HSA-432074;R-HSA-432232"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",4,95,0.007030267150151706,0.37058065985128663,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;TUBB1;CEP76;CEP78","","R-HSA-380316;R-HSA-380508"
R-HSA-1482788,"Acyl chain remodelling of PC",2,40,0.0029601124842744022,0.3721024795700263,0.6391953838996118,2,9,8.104457451598379E-4,9606,Homo sapiens,"PLA2G12A;PLBD1","","R-HSA-1602417;R-HSA-1482856"
R-HSA-8856828,"Clathrin-mediated endocytosis",6,154,0.01139643306445645,0.3825616772869719,0.6391953838996118,24,34,0.003061683926159388,9606,Homo sapiens,"DNM3;DAB2;HIP1;REPS2;STON2;ADRB2","","R-HSA-8868071;R-HSA-8863463;R-HSA-8866279;R-HSA-8868230;R-HSA-8863727;R-HSA-8863471;R-HSA-8867756;R-HSA-8868236;R-HSA-8863723;R-HSA-8868651;R-HSA-8866283;R-HSA-8867754;R-HSA-8863721;R-HSA-8868072;R-HSA-8868648;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438;R-HSA-8866269;R-HSA-8871194;R-HSA-8871193"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",7,183,0.013542514615555392,0.3826378451568102,0.6391953838996118,2,20,0.0018009905447996398,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;GSPT1;RPS24","","R-HSA-9014652;R-HSA-9014610"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",2,41,0.0030341152963812624,0.3835717070051874,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-5173005;R-HSA-5173192"
R-HSA-389356,"CD28 co-stimulation",2,41,0.0030341152963812624,0.3835717070051874,0.6391953838996118,6,19,0.0017109410175596578,9606,Homo sapiens,"YES1;AKT3","","R-HSA-2317314;R-HSA-198640;R-HSA-2317332;R-HSA-389756;R-HSA-388831;R-HSA-198270"
R-HSA-1250342,"PI3K events in ERBB4 signaling",1,15,0.001110042181602901,0.38520630689094315,0.6391953838996118,3,3,2.70148581719946E-4,9606,Homo sapiens,"NRG1","","R-HSA-1250370;R-HSA-1250353;R-HSA-1250372"
R-HSA-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",1,15,0.001110042181602901,0.38520630689094315,0.6391953838996118,2,5,4.5024763619990995E-4,9606,Homo sapiens,"KREMEN1","","R-HSA-3769401;R-HSA-5368586"
R-HSA-1502540,"Signaling by Activin",1,15,0.001110042181602901,0.38520630689094315,0.6391953838996118,3,10,9.004952723998199E-4,9606,Homo sapiens,"SMAD4","","R-HSA-173488;R-HSA-1225919;R-HSA-170847"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",1,15,0.001110042181602901,0.38520630689094315,0.6391953838996118,1,4,3.6019810895992794E-4,9606,Homo sapiens,"SFN","","R-HSA-75016"
R-HSA-72163,"mRNA Splicing - Major Pathway",7,185,0.013690520239769112,0.3931201714359229,0.6391953838996118,8,9,8.104457451598379E-4,9606,Homo sapiens,"HNRNPH1;PCBP2;RBM5;CCAR1","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-5357801,"Programmed Cell Death",7,185,0.013690520239769112,0.3931201714359229,0.6391953838996118,11,135,0.012156686177397569,9606,Homo sapiens,"TFDP2;AKT3;NMT2;GZMB;SFN;TJP2;LMNB1","","R-HSA-139906;R-HSA-264871;R-HSA-141367;R-HSA-139893;R-HSA-198347;R-HSA-139899;R-HSA-351871;R-HSA-140217;R-HSA-4331327;R-HSA-4331324;R-HSA-140221"
R-HSA-1482839,"Acyl chain remodelling of PE",2,42,0.0031081181084881226,0.3949498838917904,0.6391953838996118,2,9,8.104457451598379E-4,9606,Homo sapiens,"PLA2G12A;PLBD1","","R-HSA-1482884;R-HSA-1602398"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",3,71,0.005254199659587064,0.4045265161538488,0.6391953838996118,3,3,2.70148581719946E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",3,71,0.005254199659587064,0.4045265161538488,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380272;R-HSA-380303"
R-HSA-198323,"AKT phosphorylates targets in the cytosol",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,9,9,8.104457451598379E-4,9606,Homo sapiens,"AKT3","","R-HSA-198611;R-HSA-198371;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621"
R-HSA-8983432,"Interleukin-15 signaling",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,14,17,0.001530841963079694,9606,Homo sapiens,"IL2RB","","R-HSA-8983371;R-HSA-8983309;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-8983299;R-HSA-8983394;R-HSA-8983298;R-HSA-9009700;R-HSA-8983300;R-HSA-8983335;R-HSA-8983384;R-HSA-8983378;R-HSA-449115"
R-HSA-4641265,"Repression of WNT target genes",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,5,7,6.303466906798739E-4,9606,Homo sapiens,"TCF7L2","","R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348"
R-HSA-75892,"Platelet Adhesion to exposed collagen",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,3,6,5.40297163439892E-4,9606,Homo sapiens,"GP6","","R-HSA-114577;R-HSA-432295;R-HSA-210282"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,2,4,3.6019810895992794E-4,9606,Homo sapiens,"S100A12","","R-HSA-879411;R-HSA-879362"
R-HSA-2995410,"Nuclear Envelope Reassembly",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"LMNB1","","R-HSA-2995376"
R-HSA-2995383,"Initiation of Nuclear Envelope Reformation",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"LMNB1","","R-HSA-2995376"
R-HSA-877312,"Regulation of IFNG signaling",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,1,4,3.6019810895992794E-4,9606,Homo sapiens,"SOCS3","","R-HSA-877269"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,1,5,4.5024763619990995E-4,9606,Homo sapiens,"S100A12","","R-HSA-168166"
R-HSA-1247673,"Erythrocytes take up oxygen and release carbon dioxide",1,16,0.001184044993709761,0.40483641569377116,0.6391953838996118,1,6,5.40297163439892E-4,9606,Homo sapiens,"CA4","","R-HSA-1237059"
R-HSA-8941326,"RUNX2 regulates bone development",2,43,0.0031821209205949827,0.4062311509695856,0.6391953838996118,5,32,0.0028815848716794235,9606,Homo sapiens,"SMAD4;YES1","","R-HSA-8878023;R-HSA-8877941;R-HSA-8937820;R-HSA-8878013;R-HSA-8937844"
R-HSA-9007101,"Rab regulation of trafficking",5,129,0.009546362761784949,0.40670520471793314,0.6391953838996118,4,35,0.0031517334533993696,9606,Homo sapiens,"DENND2D;GGA1;AKT3;RAB27B","","R-HSA-8876191;R-HSA-8854222;R-HSA-8877308;R-HSA-8933446"
R-HSA-948021,"Transport to the Golgi and subsequent modification",8,218,0.016132613039295494,0.4112090438820921,0.6391953838996118,21,60,0.005402971634398919,9606,Homo sapiens,"TMED10;SERPINA1;TUBB1;TGFA;TMED2;B4GALT6;FOLR1;F5","","R-HSA-975919;R-HSA-6807877;R-HSA-6807875;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694527;R-HSA-5694431;R-HSA-5694428;R-HSA-204008;R-HSA-6809003;R-HSA-5694522;R-HSA-5694439;R-HSA-6809011;R-HSA-6809010;R-HSA-5694446;R-HSA-5694445;R-HSA-5694410;R-HSA-5694441;R-HSA-5694409"
R-HSA-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",1,17,0.001258047805816621,0.4238411285222592,0.6391953838996118,1,2,1.8009905447996397E-4,9606,Homo sapiens,"LMNB1","","R-HSA-4647594"
R-HSA-1475029,"Reversible hydration of carbon dioxide",1,17,0.001258047805816621,0.4238411285222592,0.6391953838996118,2,8,7.203962179198559E-4,9606,Homo sapiens,"CA4","","R-HSA-1475025;R-HSA-1475017"
R-HSA-174490,"Membrane binding and targetting of GAG proteins",1,17,0.001258047805816621,0.4238411285222592,0.6391953838996118,1,4,3.6019810895992794E-4,9606,Homo sapiens,"NMT2","","R-HSA-184392"
R-HSA-8949664,"Processing of SMDT1",1,17,0.001258047805816621,0.4238411285222592,0.6391953838996118,1,5,4.5024763619990995E-4,9606,Homo sapiens,"YME1L1","","R-HSA-8949668"
R-HSA-6804759,"Regulation of TP53 Activity through Association with Co-factors",1,17,0.001258047805816621,0.4238411285222592,0.6391953838996118,1,11,9.90544799639802E-4,9606,Homo sapiens,"AKT3","","R-HSA-6805785"
R-HSA-8854518,"AURKA Activation by TPX2",3,74,0.0054762080959076444,0.43020577000431026,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-8853405;R-HSA-8853419"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3,74,0.0054762080959076444,0.43020577000431026,0.6391953838996118,2,36,0.0032417829806393518,9606,Homo sapiens,"HNRNPH1;LMNB1","","R-HSA-8950681;R-HSA-8950415"
R-HSA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",2,46,0.0034041293569155627,0.43944172831047434,0.6391953838996118,5,5,4.5024763619990995E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-75095;R-HSA-109638"
R-HSA-5602498,"MyD88 deficiency (TLR2/4)",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"TLR10","","R-HSA-5602383;R-HSA-5602606"
R-HSA-5603041,"IRAK4 deficiency (TLR2/4)",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"TLR10","","R-HSA-5602353;R-HSA-5602672"
R-HSA-1433559,"Regulation of KIT signaling",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,3,8,7.203962179198559E-4,9606,Homo sapiens,"YES1","","R-HSA-205319;R-HSA-1433506;R-HSA-205244"
R-HSA-1483115,"Hydrolysis of LPC",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,2,6,5.40297163439892E-4,9606,Homo sapiens,"PLBD1","","R-HSA-1482612;R-HSA-1482685"
R-HSA-177504,"Retrograde neurotrophin signalling",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"DNM3","","R-HSA-177501"
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,5,4.5024763619990995E-4,9606,Homo sapiens,"NMT2","","R-HSA-184392"
R-HSA-6814848,"Glycerophospholipid catabolism",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,7,6.303466906798739E-4,9606,Homo sapiens,"GDPD1","","R-HSA-6814766"
R-HSA-1482883,"Acyl chain remodeling of DAG and TAG",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,8,7.203962179198559E-4,9606,Homo sapiens,"DGAT2","","R-HSA-1482889"
R-HSA-8963896,"HDL assembly",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,9,8.104457451598379E-4,9606,Homo sapiens,"PRKACB","","R-HSA-5682101"
R-HSA-417957,"P2Y receptors",1,18,0.001332050617923481,0.4422403257368913,0.6391953838996118,1,12,0.001080594326879784,9606,Homo sapiens,"P2RY12","","R-HSA-417829"
R-HSA-6807878,"COPI-mediated anterograde transport",4,106,0.007844298083327166,0.44982630379816624,0.6391953838996118,6,12,0.001080594326879784,9606,Homo sapiens,"TMED10;TUBB1;TMED2;FOLR1","","R-HSA-6807877;R-HSA-6807875;R-HSA-6809011;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-190236,"Signaling by FGFR",4,106,0.007844298083327166,0.44982630379816624,0.6391953838996118,6,142,0.012787032868077442,9606,Homo sapiens,"SPRED1;FGFBP2;HNRNPH1","","R-HSA-6803527;R-HSA-5656070;R-HSA-190260;R-HSA-5654510;R-HSA-6803838;R-HSA-6803836"
R-HSA-72172,"mRNA Splicing",7,196,0.014504551172944571,0.4506148912418275,0.6391953838996118,8,14,0.0012606933813597478,9606,Homo sapiens,"HNRNPH1;PCBP2;RBM5;CCAR1","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-176412,"Phosphorylation of the APC/C",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,2,2,1.8009905447996397E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-174119;R-HSA-174132"
R-HSA-419408,"Lysosphingolipid and LPA receptors",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"S1PR5","","R-HSA-419428"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,1,4,3.6019810895992794E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450431"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,1,6,5.40297163439892E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450488"
R-HSA-975577,"N-Glycan antennae elongation",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,1,6,5.40297163439892E-4,9606,Homo sapiens,"B4GALT6","","R-HSA-975919"
R-HSA-416700,"Other semaphorin interactions",1,19,0.0014060534300303412,0.46005325713593415,0.6391953838996118,1,9,8.104457451598379E-4,9606,Homo sapiens,"SEMA4A","","R-HSA-416690"
R-HSA-69231,"Cyclin D associated events in G1",2,48,0.003552134981129283,0.4610099911554839,0.6391953838996118,7,13,0.0011706438541197659,9606,Homo sapiens,"CDKN1C;TFDP2","","R-HSA-8941915;R-HSA-8942607;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-69236,"G1 Phase",2,48,0.003552134981129283,0.4610099911554839,0.6391953838996118,7,13,0.0011706438541197659,9606,Homo sapiens,"CDKN1C;TFDP2","","R-HSA-8941915;R-HSA-8942607;R-HSA-69227;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-6809371,"Formation of the cornified envelope",5,138,0.010212388070746689,0.4632307449050945,0.6391953838996118,9,27,0.002431337235479514,9606,Homo sapiens,"KRT23;PI3;DSC2","","R-HSA-6814695;R-HSA-6810357;R-HSA-6814387;R-HSA-6811539;R-HSA-8942224;R-HSA-6814734;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",4,108,0.007992303707540886,0.46393622872705687,0.6391953838996118,9,14,0.0012606933813597478,9606,Homo sapiens,"DAB2;REPS2;STON2;ADRB2","","R-HSA-8863463;R-HSA-8866279;R-HSA-8863472;R-HSA-8863727;R-HSA-8863471;R-HSA-8866269;R-HSA-8863723;R-HSA-8866283;R-HSA-8863721"
R-HSA-8854214,"TBC/RABGAPs",2,49,0.0036261377932361428,0.4716111757410453,0.6391953838996118,1,14,0.0012606933813597478,9606,Homo sapiens,"GGA1","","R-HSA-8854222"
R-HSA-8878171,"Transcriptional regulation by RUNX1",9,261,0.019314733959890477,0.4719849396627561,0.6391953838996118,29,132,0.011886537595677623,9606,Homo sapiens,"PRMT6;SOCS3;CR1;AUTS2;HIST1H2AE;THBS1","","R-HSA-8936584;R-HSA-8937097;R-HSA-8939082;R-HSA-8937037;R-HSA-8937989;R-HSA-8937113;R-HSA-8937050;R-HSA-8865491;R-HSA-8936989;R-HSA-8937118;R-HSA-8939088;R-HSA-8936979;R-HSA-8865498;R-HSA-8936599;R-HSA-8936616;R-HSA-8955885;R-HSA-8936621;R-HSA-8865505;R-HSA-8936608;R-HSA-8936481;R-HSA-8936995;R-HSA-8955748;R-HSA-8937016;R-HSA-8935740;R-HSA-8937022;R-HSA-8935730;R-HSA-8935731;R-HSA-8935732;R-HSA-8936628"
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,8,8,7.203962179198559E-4,9606,Homo sapiens,"TFDP2","","R-HSA-8964588;R-HSA-8961934;R-HSA-8978926;R-HSA-8964561;R-HSA-8964513;R-HSA-8964580;R-HSA-8964550;R-HSA-8964567"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,4,4,3.6019810895992794E-4,9606,Homo sapiens,"NRG1","","R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,2,4,3.6019810895992794E-4,9606,Homo sapiens,"NRG1","","R-HSA-1306969;R-HSA-1306972"
R-HSA-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,1,2,1.8009905447996397E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-141423"
R-HSA-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,1,3,2.70148581719946E-4,9606,Homo sapiens,"ANAPC5","","R-HSA-141423"
R-HSA-70350,"Fructose catabolism",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,1,5,4.5024763619990995E-4,9606,Homo sapiens,"ALDH1A1","","R-HSA-6813749"
R-HSA-450604,"KSRP (KHSRP) binds and destabilizes mRNA",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,1,5,4.5024763619990995E-4,9606,Homo sapiens,"EXOSC1","","R-HSA-450422"
R-HSA-5635838,"Activation of SMO",1,20,0.0014800562421372011,0.4772985619110699,0.6391953838996118,1,9,8.104457451598379E-4,9606,Homo sapiens,"PTCH1","","R-HSA-5632668"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",3,80,0.0059202249685488045,0.48026909212487356,0.6391953838996118,3,3,2.70148581719946E-4,9606,Homo sapiens,"OFD1;CEP76;CEP78","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-909733,"Interferon alpha/beta signaling",5,141,0.010434396507067269,0.481742113537446,0.6391953838996118,3,20,0.0018009905447996398,9606,Homo sapiens,"SOCS3;IFI27;IRF5;HLA-F;SAMHD1","","R-HSA-912680;R-HSA-1015702;R-HSA-909729"
R-HSA-1433557,"Signaling by SCF-KIT",2,50,0.003700140605343003,0.48208619282032017,0.6391953838996118,19,36,0.0032417829806393518,9606,Homo sapiens,"YES1;MMP9","","R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1433456;R-HSA-1562641;R-HSA-1470012;R-HSA-1433374;R-HSA-1470010;R-HSA-1472121;R-HSA-1470009;R-HSA-205234;R-HSA-1433542;R-HSA-205238;R-HSA-205205;R-HSA-1433506;R-HSA-1433454;R-HSA-1433451;R-HSA-1433418;R-HSA-205244"
R-HSA-190828,"Gap junction trafficking",2,50,0.003700140605343003,0.48208619282032017,0.6391953838996118,7,20,0.0018009905447996398,9606,Homo sapiens,"DAB2;TUBB1","","R-HSA-196017;R-HSA-190519;R-HSA-196026;R-HSA-190520;R-HSA-191737;R-HSA-190877;R-HSA-190829"
R-HSA-512988,"Interleukin-3, 5 and GM-CSF signaling",2,50,0.003700140605343003,0.48208619282032017,0.6391953838996118,9,38,0.0034218820351193157,9606,Homo sapiens,"YES1;IL2RB","","R-HSA-879917;R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-912629;R-HSA-913424;R-HSA-912627"
R-HSA-442660,"Na+/Cl- dependent neurotransmitter transporters",2,50,0.003700140605343003,0.48208619282032017,0.6391953838996118,2,15,0.0013507429085997298,9606,Homo sapiens,"NET1","","R-HSA-443997;R-HSA-444120"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",4,112,0.008288314955968327,0.49175580836631827,0.6391953838996118,1,7,6.303466906798739E-4,9606,Homo sapiens,"PDGFA;NRG1","","R-HSA-2316434"
R-HSA-167161,"HIV Transcription Initiation",2,51,0.003774143417449863,0.49243229439984915,0.6391953838996118,4,4,3.6019810895992794E-4,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-167477;R-HSA-167130;R-HSA-167134;R-HSA-167118"
